Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,139.241,140.143,137.773,137.979,4318400,0.0,0.0
2018-05-03,137.91,138.116,136.605,137.463,3450100,0.0,0.0
2018-05-04,137.352,142.075,137.309,141.714,4283600,0.0,0.0
2018-05-07,143.208,143.663,141.388,141.688,3379000,0.0,0.0
2018-05-08,141.207,142.195,140.615,141.491,2808100,0.0,0.0
2018-05-09,141.688,141.869,140.014,141.036,2762500,0.0,0.0
2018-05-10,141.216,142.238,141.096,141.749,1675100,0.0,0.0
2018-05-11,141.688,142.53,141.56,142.023,2258500,0.0,0.0
2018-05-14,142.247,142.53,141.104,141.448,2537300,0.0,0.0
2018-05-15,141.062,141.388,139.396,140.022,3471300,0.0,0.0
2018-05-16,140.177,140.778,138.889,139.859,2522000,0.0,0.0
2018-05-17,139.653,140.168,138.022,138.52,2975500,0.0,0.0
2018-05-18,138.837,139.834,137.867,138.236,2318000,0.0,0.0
2018-05-21,138.923,139.086,137.919,138.666,2424000,0.0,0.0
2018-05-22,139.164,139.19,136.673,136.923,3224000,0.0,0.0
2018-05-23,137.137,138.812,136.673,138.786,3835100,0.0,0.0
2018-05-24,138.348,139.627,137.773,139.447,3378000,0.0,0.0
2018-05-25,139.49,140.787,139.198,140.151,2582100,0.0,0.0
2018-05-29,139.481,139.73,137.575,137.927,3197100,0.0,0.0
2018-05-30,138.606,139.198,138.099,138.958,2396500,0.0,0.0
2018-05-31,138.408,138.795,137.343,137.403,4881100,0.0,0.0
2018-06-01,138.181,138.311,137.421,137.542,3203800,1.01,0.0
2018-06-04,138.337,138.691,137.87,138.458,3174600,0.0,0.0
2018-06-05,138.242,139.123,137.386,137.818,2952300,0.0,0.0
2018-06-06,138.086,140.333,137.689,140.324,3586200,0.0,0.0
2018-06-07,141.508,146.909,141.456,146.46,8342500,0.0,0.0
2018-06-08,146.062,148.257,145.578,145.967,5056600,0.0,0.0
2018-06-11,146.08,146.08,143.677,143.876,3246500,0.0,0.0
2018-06-12,144.161,144.524,143.651,144.083,2985300,0.0,0.0
2018-06-13,144.308,144.844,143.928,143.954,3140500,0.0,0.0
2018-06-14,144.351,145.129,144.04,144.36,2390000,0.0,0.0
2018-06-15,143.539,143.971,142.234,143.85,7384400,0.0,0.0
2018-06-18,143.046,143.954,141.56,143.695,4297700,0.0,0.0
2018-06-19,142.26,143.029,141.932,142.562,3350400,0.0,0.0
2018-06-20,142.511,143.046,140.316,140.48,3649500,0.0,0.0
2018-06-21,141.111,141.379,137.87,138.726,4655800,0.0,0.0
2018-06-22,139.365,142.709,139.356,142.2,8703600,0.0,0.0
2018-06-25,140.86,140.86,137.36,138.103,6126800,0.0,0.0
2018-06-26,138.276,139.866,138.095,139.054,3375100,0.0,0.0
2018-06-27,137.447,138.691,136.003,136.038,4962100,0.0,0.0
2018-06-28,135.891,135.96,134.033,135.087,4136500,0.0,0.0
2018-06-29,135.468,136.496,134.871,135.407,4024500,0.0,0.0
2018-07-02,134.802,135.563,134.336,135.563,3024000,0.0,0.0
2018-07-03,135.986,136.384,135.079,135.226,1437700,0.0,0.0
2018-07-05,135.589,136.254,135.243,135.952,2248300,0.0,0.0
2018-07-06,136.34,138.76,136.064,137.766,3298800,0.0,0.0
2018-07-09,138.674,138.959,137.723,138.216,2477300,0.0,0.0
2018-07-10,138.121,139.114,137.801,138.803,2187500,0.0,0.0
2018-07-11,137.308,138.017,136.28,137.075,3203800,0.0,0.0
2018-07-12,137.533,138.077,137.248,137.507,2360800,0.0,0.0
2018-07-13,136.021,137.196,134.189,136.98,5186500,0.0,0.0
2018-07-16,137.075,137.645,136.505,137.213,2818200,0.0,0.0
2018-07-17,137.023,138.268,137.023,138.052,1877500,0.0,0.0
